"==========","========","=====","======","=====","=====","======","=======","=======","=====","=======","=====","=====","=======","======="
"      Date","    Time"," Temp","SpCond"," Cond","  TDS","   Sal","  Press","  Depth","   pH","     pH","  Chl","  Chl","Turbid+","Battery"
"     d/m/y","hh:mm:ss","    C"," uS/cm","mS/cm","  g/L","   ppt","   psia"," meters","     ","     mV"," ug/L","  RFU","    NTU","  volts"
"----------","--------","-----","------","-----","-----","------","-------","-------","-----","-------","-----","-----","-------","-------"
05/11/2024,09:00:51,10.91,486,0.355,0.316,0.24,14.936,0.193,5.67,41.9,10.4,2.4,2.8,11.2
05/11/2024,09:15:51,10.91,486,0.355,0.316,0.24,14.936,0.192,5.69,41.1,10.9,2.5,2.9,11.2
05/11/2024,09:30:51,10.91,487,0.356,0.316,0.24,14.932,0.190,5.67,41.8,10.3,2.4,2.9,11.1
05/11/2024,09:45:51,10.91,487,0.356,0.317,0.24,14.928,0.187,5.67,42.1,9.9,2.3,2.9,11.1
05/11/2024,10:00:51,10.91,487,0.356,0.317,0.24,14.928,0.187,5.70,41.1,10.3,2.4,2.9,11.2
05/11/2024,10:15:51,10.92,488,0.356,0.317,0.24,14.931,0.189,5.68,41.7,9.9,2.3,2.9,11.1
05/11/2024,10:30:51,10.93,488,0.357,0.317,0.24,14.929,0.188,5.70,41.0,10.1,2.3,2.9,11.1
05/11/2024,10:45:51,10.94,488,0.357,0.317,0.24,14.925,0.185,5.68,41.7,10.1,2.4,3.1,11.1
05/11/2024,11:00:51,10.95,488,0.357,0.317,0.24,14.923,0.183,5.67,41.8,10.5,2.5,3.1,11.1
05/11/2024,11:15:51,10.95,489,0.358,0.318,0.24,14.926,0.185,5.70,41.1,10.1,2.4,2.9,11.1
05/11/2024,11:30:51,10.96,489,0.358,0.318,0.24,14.923,0.183,5.67,41.9,10.5,2.4,3.0,11.1
05/11/2024,11:45:50,10.97,489,0.358,0.318,0.24,14.924,0.184,5.69,41.1,9.8,2.3,3.1,11.2
05/11/2024,12:00:50,10.80,22,0.016,0.014,0.01,14.622,-0.029,5.67,42.0,-0.6,-0.1,1.1,11.1
05/11/2024,12:15:50,11.47,22,0.016,0.014,0.01,14.662,-0.001,5.89,34.5,-0.5,-0.1,0.4,11.1
05/11/2024,12:30:50,10.89,24,0.017,0.015,0.01,14.666,0.002,5.89,34.4,0.2,0.1,0.4,11.0
05/11/2024,12:45:51,10.35,21,0.015,0.013,0.01,14.671,0.006,5.92,33.5,-0.7,-0.2,0.4,11.1
