"==========","========","=====","======","=====","=====","======","=======","=======","=====","=======","=====","=====","=======","======="
08/10/2024,18:45:50,13.46,486,0.379,0.316,0.24,15.005,0.241,5.76,39.3,7.2,1.7,2.8,11.6
08/10/2024,19:00:51,13.45,485,0.378,0.316,0.24,15.006,0.242,5.76,39.3,7.9,1.8,2.8,11.6
08/10/2024,19:15:51,13.43,485,0.378,0.316,0.24,15.009,0.244,5.78,38.7,8.1,1.9,2.8,11.6
08/10/2024,19:30:50,13.42,485,0.378,0.315,0.24,15.010,0.245,5.78,38.5,7.1,1.7,2.9,11.6
08/10/2024,19:45:50,13.41,485,0.378,0.315,0.24,15.012,0.246,5.76,39.3,7.1,1.7,2.6,11.6
08/10/2024,20:00:50,13.39,485,0.378,0.315,0.24,15.016,0.249,5.76,39.2,7.4,1.7,2.8,11.6
08/10/2024,20:15:50,13.37,485,0.377,0.315,0.24,15.017,0.250,5.77,38.9,8.0,1.9,3.1,11.6
08/10/2024,20:30:50,13.35,485,0.377,0.315,0.24,15.019,0.251,5.77,39.0,7.2,1.7,2.7,11.6
08/10/2024,20:45:50,13.33,485,0.377,0.315,0.24,15.022,0.253,5.77,39.1,7.1,1.7,2.7,11.6
08/10/2024,21:00:50,13.31,485,0.377,0.315,0.24,15.026,0.256,5.77,38.9,7.6,1.8,2.9,11.6
08/10/2024,21:15:50,13.29,485,0.376,0.315,0.24,15.030,0.259,5.77,39.1,6.9,1.6,2.7,11.6
08/10/2024,21:30:50,13.27,485,0.376,0.315,0.24,15.035,0.262,5.78,38.6,7.1,1.7,2.8,11.6
08/10/2024,21:45:51,13.26,484,0.376,0.315,0.24,15.037,0.264,5.80,37.9,6.8,1.6,2.4,11.6
08/10/2024,22:00:51,13.24,484,0.376,0.315,0.24,15.041,0.266,5.80,38.0,7.3,1.7,2.7,11.6
08/10/2024,22:15:50,13.23,484,0.375,0.315,0.24,15.042,0.267,5.81,37.4,7.0,1.6,2.7,11.6
08/10/2024,22:30:50,13.22,484,0.375,0.315,0.23,15.044,0.269,5.79,38.4,7.3,1.7,2.8,11.6
08/10/2024,22:45:50,13.20,484,0.375,0.315,0.23,15.046,0.270,5.80,38.0,6.5,1.5,2.9,11.6
08/10/2024,23:00:50,13.19,484,0.375,0.314,0.23,15.049,0.272,5.79,38.1,6.5,1.5,2.8,11.6
08/10/2024,23:15:51,13.17,484,0.374,0.314,0.23,15.050,0.273,5.82,37.4,7.0,1.6,2.9,11.6
08/10/2024,23:30:50,13.15,483,0.374,0.314,0.23,15.053,0.275,5.83,36.9,7.4,1.7,2.7,11.6
08/10/2024,23:45:50,13.13,483,0.374,0.314,0.23,15.056,0.277,5.80,37.9,6.8,1.6,2.9,11.6
09/10/2024,00:00:50,13.11,483,0.373,0.314,0.23,15.057,0.277,5.81,37.7,7.5,1.7,2.8,11.6
09/10/2024,00:15:50,13.10,483,0.373,0.314,0.23,15.059,0.279,5.81,37.5,7.3,1.7,2.8,11.6
09/10/2024,00:30:51,13.08,483,0.373,0.314,0.23,15.060,0.280,5.83,37.0,6.8,1.6,3.0,11.6
09/10/2024,00:45:51,13.06,482,0.372,0.314,0.23,15.061,0.281,5.84,36.6,7.3,1.7,2.9,11.6
09/10/2024,01:00:51,13.04,482,0.372,0.313,0.23,15.063,0.282,5.82,37.2,7.1,1.7,2.9,11.6
09/10/2024,01:15:50,13.02,482,0.372,0.313,0.23,15.068,0.285,5.82,37.1,7.0,1.6,3.2,11.6
09/10/2024,01:30:51,13.00,481,0.371,0.313,0.23,15.070,0.287,5.82,37.1,7.5,1.8,2.9,11.6
09/10/2024,01:45:51,12.99,481,0.371,0.313,0.23,15.073,0.289,5.84,36.4,6.9,1.6,3.0,11.6
09/10/2024,02:00:50,12.97,481,0.370,0.313,0.23,15.076,0.291,5.85,36.3,7.8,1.8,3.2,11.6
09/10/2024,02:15:50,12.94,481,0.370,0.312,0.23,15.079,0.293,5.83,36.9,7.9,1.8,3.2,11.6
09/10/2024,02:30:51,12.92,480,0.370,0.312,0.23,15.081,0.295,5.82,37.2,6.9,1.6,3.0,11.6
09/10/2024,02:45:50,12.91,480,0.369,0.312,0.23,15.083,0.296,5.86,35.9,6.8,1.6,3.4,11.6
09/10/2024,03:00:51,12.90,480,0.369,0.312,0.23,15.085,0.297,5.83,36.8,7.9,1.8,3.1,11.6
09/10/2024,03:15:50,12.89,480,0.369,0.312,0.23,15.089,0.300,5.83,36.9,7.8,1.8,3.3,11.6
09/10/2024,03:30:50,12.87,480,0.369,0.312,0.23,15.091,0.302,5.84,36.6,7.6,1.8,3.3,11.6
09/10/2024,03:45:50,12.86,479,0.368,0.312,0.23,15.094,0.304,5.84,36.4,9.1,2.1,3.2,11.6
09/10/2024,04:00:50,12.85,479,0.368,0.312,0.23,15.094,0.304,5.85,36.3,7.6,1.8,3.4,11.6
09/10/2024,04:15:50,12.83,479,0.368,0.312,0.23,15.096,0.305,5.85,36.1,8.0,1.9,3.6,11.6
09/10/2024,04:30:50,12.81,479,0.368,0.312,0.23,15.097,0.306,5.88,35.2,7.3,1.7,3.4,11.6
09/10/2024,04:45:51,12.80,479,0.368,0.312,0.23,15.098,0.307,5.87,35.3,7.9,1.9,3.4,11.6
09/10/2024,05:00:50,12.78,479,0.367,0.312,0.23,15.100,0.308,5.86,35.8,8.1,1.9,3.4,11.6
09/10/2024,05:15:50,12.76,479,0.367,0.312,0.23,15.102,0.309,5.86,35.8,7.8,1.8,3.9,11.6
09/10/2024,05:30:50,12.74,479,0.367,0.312,0.23,15.102,0.310,5.86,35.8,8.0,1.9,3.7,11.6
09/10/2024,05:45:50,12.72,480,0.367,0.312,0.23,15.106,0.312,5.87,35.6,8.1,1.9,3.9,11.6
09/10/2024,06:00:50,12.70,479,0.367,0.312,0.23,15.107,0.313,5.89,34.8,8.3,1.9,3.4,11.6
09/10/2024,06:15:50,12.67,480,0.367,0.312,0.23,15.111,0.316,5.87,35.5,8.1,1.9,3.5,11.6
09/10/2024,06:30:50,12.64,480,0.367,0.312,0.23,15.117,0.320,5.87,35.3,8.4,2.0,3.6,11.6
09/10/2024,06:45:50,12.63,480,0.367,0.312,0.23,15.120,0.322,5.91,34.2,8.6,2.0,3.7,11.6
09/10/2024,07:00:50,12.61,480,0.367,0.312,0.23,15.123,0.324,5.92,33.8,7.7,1.8,3.3,11.6
09/10/2024,07:15:50,12.60,480,0.367,0.312,0.23,15.126,0.326,5.93,33.3,8.3,1.9,3.6,11.6
09/10/2024,07:30:50,12.59,481,0.367,0.312,0.23,15.128,0.328,5.90,34.4,7.5,1.8,3.6,11.6
09/10/2024,07:45:50,12.59,481,0.367,0.313,0.23,15.134,0.332,5.90,34.4,7.6,1.8,3.3,11.6
09/10/2024,08:00:50,12.58,481,0.367,0.313,0.23,15.136,0.333,5.90,34.2,8.6,2.0,3.5,11.6
09/10/2024,08:15:51,12.57,481,0.367,0.313,0.23,15.139,0.336,5.90,34.5,7.9,1.8,4.0,11.6
09/10/2024,08:30:51,12.57,482,0.367,0.313,0.23,15.143,0.338,5.93,33.3,8.4,2.0,3.5,11.6
09/10/2024,08:45:51,12.57,482,0.367,0.313,0.23,15.146,0.341,5.94,33.1,7.8,1.8,3.7,11.6
09/10/2024,09:00:51,12.57,482,0.367,0.313,0.23,15.149,0.343,5.92,33.9,8.7,2.0,4.2,11.6
09/10/2024,09:15:51,12.58,482,0.368,0.313,0.23,15.152,0.345,5.92,33.8,9.3,2.2,4.3,11.6
09/10/2024,09:30:50,12.60,482,0.368,0.313,0.23,15.156,0.347,5.95,32.8,8.5,2.0,3.9,11.6
09/10/2024,09:45:51,12.61,482,0.368,0.313,0.23,15.158,0.349,5.95,32.9,7.7,1.8,3.6,11.6
09/10/2024,10:00:51,12.62,482,0.368,0.313,0.23,15.162,0.352,5.92,33.8,8.1,1.9,4.2,11.6
09/10/2024,10:15:51,12.65,482,0.368,0.313,0.23,15.164,0.353,5.93,33.5,9.4,2.2,3.5,11.6
09/10/2024,10:30:51,12.68,482,0.369,0.313,0.23,15.168,0.356,5.95,32.8,9.4,2.2,3.7,11.6
09/10/2024,10:45:50,12.70,482,0.369,0.313,0.23,15.170,0.357,5.95,32.7,8.5,2.0,3.6,11.6
09/10/2024,11:00:51,12.72,482,0.369,0.313,0.23,15.170,0.357,5.92,33.7,9.1,2.1,4.3,11.6
09/10/2024,11:15:51,12.75,482,0.369,0.313,0.23,15.174,0.360,5.94,33.1,8.5,2.0,3.6,11.6
09/10/2024,11:30:51,12.79,482,0.369,0.313,0.23,15.177,0.362,5.92,33.8,8.0,1.9,3.9,11.6
09/10/2024,11:45:51,12.81,482,0.370,0.313,0.23,15.180,0.364,5.91,34.1,8.3,1.9,3.5,11.6
09/10/2024,12:00:50,12.84,482,0.370,0.313,0.23,15.185,0.368,5.91,34.2,13.7,3.2,3.6,11.6
09/10/2024,12:15:51,12.86,482,0.370,0.313,0.23,15.186,0.369,5.93,33.5,10.6,2.5,3.6,11.6
09/10/2024,12:30:50,12.89,482,0.370,0.313,0.23,15.190,0.371,5.93,33.3,8.2,1.9,3.4,11.6
09/10/2024,12:45:51,12.93,481,0.370,0.313,0.23,15.192,0.373,5.90,34.4,7.8,1.8,4.7,11.6
09/10/2024,13:00:51,12.96,482,0.371,0.313,0.23,15.194,0.374,5.92,33.8,9.1,2.1,3.9,11.6
09/10/2024,13:15:50,12.99,482,0.371,0.313,0.23,15.195,0.375,5.92,33.6,7.6,1.8,3.6,11.6
09/10/2024,13:30:51,13.01,481,0.371,0.313,0.23,15.196,0.376,5.89,34.7,7.6,1.8,4.0,11.6
09/10/2024,13:45:50,13.04,481,0.371,0.313,0.23,15.201,0.379,5.91,34.1,8.4,2.0,3.2,11.6
09/10/2024,14:00:50,13.07,481,0.372,0.313,0.23,15.205,0.382,5.92,33.7,7.8,1.8,3.4,11.6
09/10/2024,14:15:51,13.11,481,0.372,0.313,0.23,15.206,0.383,5.89,34.9,7.9,1.8,3.2,11.6
09/10/2024,14:30:50,13.12,481,0.372,0.313,0.23,15.209,0.385,5.90,34.5,8.0,1.9,3.2,11.6
09/10/2024,14:45:50,13.16,481,0.373,0.313,0.23,15.214,0.388,5.89,35.0,7.0,1.6,3.2,11.6
09/10/2024,15:00:51,13.18,481,0.373,0.313,0.23,15.215,0.389,5.87,35.5,6.9,1.6,3.2,11.6
09/10/2024,15:15:50,13.21,481,0.373,0.313,0.23,15.220,0.392,5.89,35.0,7.9,1.9,3.5,11.6
09/10/2024,15:30:50,13.21,481,0.373,0.313,0.23,15.218,0.391,5.85,36.1,8.1,1.9,3.3,11.6
09/10/2024,15:45:51,13.21,481,0.373,0.313,0.23,15.225,0.396,5.87,35.6,7.9,1.9,2.9,11.6
09/10/2024,16:00:50,13.20,481,0.373,0.313,0.23,15.228,0.398,5.84,36.7,7.2,1.7,3.4,11.6
09/10/2024,16:15:50,13.18,482,0.373,0.313,0.23,15.228,0.398,5.84,36.6,7.6,1.8,3.2,11.6
09/10/2024,16:30:50,13.17,482,0.373,0.313,0.23,15.233,0.402,5.84,36.6,7.4,1.7,3.1,11.6
09/10/2024,16:45:50,13.16,482,0.373,0.313,0.23,15.236,0.404,5.86,35.8,8.1,1.9,3.2,11.6
09/10/2024,17:00:50,13.15,482,0.373,0.313,0.23,15.239,0.406,5.84,36.4,8.3,1.9,3.5,11.6
09/10/2024,17:15:50,13.13,482,0.373,0.313,0.23,15.243,0.409,5.84,36.5,7.8,1.8,3.4,11.6
09/10/2024,17:30:51,13.10,482,0.373,0.313,0.23,15.246,0.411,5.83,36.7,7.9,1.9,3.4,11.6
09/10/2024,17:45:51,13.06,482,0.372,0.314,0.23,15.248,0.412,5.83,36.8,7.4,1.7,3.0,11.6
09/10/2024,18:00:51,13.02,483,0.372,0.314,0.23,15.253,0.416,5.83,36.7,7.0,1.6,3.2,11.6
09/10/2024,18:15:50,12.98,483,0.372,0.314,0.23,15.256,0.418,5.87,35.5,7.7,1.8,3.1,11.6
09/10/2024,18:30:50,12.94,483,0.372,0.314,0.23,15.262,0.422,5.86,35.9,7.1,1.7,3.4,11.6
09/10/2024,18:45:50,12.91,483,0.371,0.314,0.23,15.264,0.424,5.86,35.9,7.5,1.8,3.1,11.6
09/10/2024,19:00:51,12.87,483,0.371,0.314,0.23,15.271,0.428,5.88,35.2,7.9,1.8,3.0,11.6
09/10/2024,19:15:50,12.83,483,0.371,0.314,0.23,15.276,0.432,5.87,35.5,6.7,1.6,3.1,11.6
09/10/2024,19:30:50,12.80,483,0.371,0.314,0.23,15.279,0.434,5.90,34.5,8.4,2.0,3.2,11.6
09/10/2024,19:45:50,12.75,483,0.370,0.314,0.23,15.282,0.436,5.88,35.0,7.3,1.7,3.4,11.6
09/10/2024,20:00:51,12.71,483,0.370,0.314,0.23,15.286,0.439,5.88,35.0,6.8,1.6,3.2,11.6
09/10/2024,20:15:51,12.66,483,0.369,0.314,0.23,15.288,0.440,5.89,34.7,7.4,1.7,3.1,11.6
09/10/2024,20:30:51,12.63,483,0.369,0.314,0.23,15.292,0.443,5.93,33.6,6.6,1.5,3.1,11.6
09/10/2024,20:45:50,12.59,483,0.369,0.314,0.23,15.296,0.446,5.94,33.0,7.0,1.6,3.2,11.6
09/10/2024,21:00:51,12.55,483,0.368,0.314,0.23,15.299,0.448,5.92,33.7,7.2,1.7,3.4,11.6
09/10/2024,21:15:51,12.52,483,0.368,0.314,0.23,15.302,0.450,5.95,32.6,8.4,2.0,3.2,11.6
09/10/2024,21:30:50,12.49,483,0.368,0.314,0.23,15.307,0.454,5.94,33.1,7.5,1.8,3.5,11.6
09/10/2024,21:45:50,12.46,483,0.367,0.314,0.23,15.310,0.456,5.94,33.0,7.2,1.7,3.2,11.6
09/10/2024,22:00:50,12.44,483,0.367,0.314,0.23,15.313,0.458,5.95,32.7,7.6,1.8,3.3,11.6
09/10/2024,22:15:50,12.41,483,0.367,0.314,0.23,15.315,0.460,5.95,32.7,7.2,1.7,3.2,11.6
09/10/2024,22:30:50,12.39,483,0.367,0.314,0.23,15.318,0.462,5.96,32.4,7.3,1.7,3.4,11.6
09/10/2024,22:45:50,12.36,483,0.366,0.314,0.23,15.323,0.465,5.96,32.3,7.6,1.8,3.3,11.6
09/10/2024,23:00:51,12.34,483,0.366,0.314,0.23,15.326,0.467,5.96,32.4,7.5,1.8,3.3,11.6
09/10/2024,23:15:51,12.32,482,0.366,0.314,0.23,15.329,0.469,5.99,31.4,7.5,1.7,3.2,11.6
09/10/2024,23:30:50,12.29,482,0.365,0.314,0.23,15.330,0.470,5.97,31.9,7.1,1.7,3.2,11.6
09/10/2024,23:45:51,12.27,482,0.365,0.313,0.23,15.334,0.473,5.97,32.0,7.9,1.9,3.5,11.6
10/10/2024,00:00:51,12.24,482,0.365,0.313,0.23,15.341,0.478,6.00,30.9,8.2,1.9,3.4,11.6
10/10/2024,00:15:51,12.22,482,0.364,0.313,0.23,15.345,0.480,5.98,31.6,7.0,1.6,3.5,11.6
10/10/2024,00:30:51,12.20,482,0.364,0.313,0.23,15.346,0.481,5.98,31.5,7.4,1.7,3.4,11.6
10/10/2024,00:45:50,12.18,481,0.364,0.313,0.23,15.351,0.484,6.02,30.2,7.4,1.7,3.5,11.6
10/10/2024,01:00:50,12.17,481,0.363,0.313,0.23,15.355,0.488,6.01,30.8,7.8,1.8,3.2,11.6
10/10/2024,01:15:50,12.15,481,0.363,0.313,0.23,15.357,0.489,6.01,30.6,7.5,1.8,3.3,11.6
10/10/2024,01:30:50,12.13,481,0.363,0.313,0.23,15.360,0.491,6.01,30.7,7.4,1.7,3.2,11.6
10/10/2024,01:45:51,12.11,481,0.362,0.313,0.23,15.364,0.494,6.04,29.8,8.3,1.9,3.5,11.6
10/10/2024,02:00:51,12.09,480,0.362,0.312,0.23,15.365,0.495,6.04,29.7,7.7,1.8,3.4,11.6
10/10/2024,02:15:51,12.07,480,0.362,0.312,0.23,15.367,0.496,6.05,29.4,6.8,1.6,3.4,11.6
10/10/2024,02:30:51,12.06,480,0.362,0.312,0.23,15.371,0.499,6.05,29.4,7.8,1.8,9.3,11.6
10/10/2024,02:45:51,12.04,480,0.361,0.312,0.23,15.374,0.501,6.05,29.2,7.3,1.7,3.4,11.6
10/10/2024,03:00:51,12.03,480,0.361,0.312,0.23,15.378,0.504,6.05,29.1,7.7,1.8,3.8,11.6
10/10/2024,03:15:51,12.01,480,0.361,0.312,0.23,15.380,0.505,6.07,28.6,7.8,1.8,3.6,11.6
10/10/2024,03:30:51,12.00,479,0.360,0.312,0.23,15.381,0.506,6.07,28.7,7.8,1.8,3.7,11.6
10/10/2024,03:45:50,11.99,479,0.360,0.312,0.23,15.381,0.506,6.07,28.4,7.2,1.7,3.6,11.6
10/10/2024,04:00:50,11.98,479,0.360,0.312,0.23,15.381,0.506,6.08,28.3,7.4,1.7,3.4,11.6
10/10/2024,04:15:51,11.97,479,0.360,0.312,0.23,15.383,0.507,6.05,29.3,7.8,1.8,3.7,11.6
10/10/2024,04:30:50,11.95,479,0.360,0.311,0.23,15.384,0.508,6.08,28.1,7.2,1.7,3.6,11.6
10/10/2024,04:45:51,11.94,479,0.359,0.311,0.23,15.388,0.511,6.08,28.1,7.9,1.9,3.4,11.6
10/10/2024,05:00:51,11.93,479,0.359,0.311,0.23,15.390,0.512,6.06,29.0,7.6,1.8,3.4,11.6
10/10/2024,05:15:51,11.92,478,0.359,0.311,0.23,15.393,0.515,6.05,29.2,7.6,1.8,3.6,11.6
10/10/2024,05:30:51,11.91,478,0.359,0.311,0.23,15.397,0.517,6.06,29.1,8.1,1.9,3.6,11.6
10/10/2024,05:45:51,11.90,478,0.358,0.311,0.23,15.399,0.519,6.06,28.8,8.2,1.9,3.5,11.6
10/10/2024,06:00:51,11.88,478,0.358,0.311,0.23,15.401,0.520,6.10,27.6,8.3,1.9,3.6,11.6
10/10/2024,06:15:51,11.87,478,0.358,0.311,0.23,15.403,0.521,6.09,27.7,7.4,1.7,3.7,11.6
10/10/2024,06:30:51,11.85,478,0.358,0.310,0.23,15.406,0.524,6.08,28.4,8.8,2.1,3.6,11.6
10/10/2024,06:45:51,11.83,477,0.357,0.310,0.23,15.407,0.524,6.08,28.3,8.0,1.9,3.7,11.6
10/10/2024,07:00:50,11.82,477,0.357,0.310,0.23,15.409,0.526,6.11,27.2,7.6,1.8,3.6,11.6
10/10/2024,07:15:51,11.80,477,0.357,0.310,0.23,15.412,0.527,6.12,27.0,7.8,1.8,3.7,11.6
10/10/2024,07:30:50,11.78,477,0.356,0.310,0.23,15.415,0.530,6.10,27.6,8.0,1.9,3.7,11.6
10/10/2024,07:45:50,11.77,476,0.356,0.310,0.23,15.417,0.531,6.13,26.6,7.7,1.8,3.6,11.6
10/10/2024,08:00:51,11.75,476,0.356,0.309,0.23,15.420,0.534,6.13,26.6,7.7,1.8,3.6,11.6
10/10/2024,08:15:51,11.74,476,0.355,0.309,0.23,15.422,0.535,6.14,26.3,8.2,1.9,3.9,11.6
10/10/2024,08:30:51,11.73,475,0.355,0.309,0.23,15.424,0.536,6.14,26.1,7.7,1.8,7.5,11.6
10/10/2024,08:45:50,11.72,475,0.355,0.309,0.23,15.428,0.539,6.15,25.7,8.7,2.0,3.7,11.6
10/10/2024,09:00:51,11.71,475,0.354,0.309,0.23,15.430,0.540,6.13,26.6,8.5,2.0,3.6,11.6
10/10/2024,09:15:50,11.72,474,0.354,0.308,0.23,15.432,0.542,6.14,26.3,8.3,1.9,3.7,11.6
10/10/2024,09:30:50,11.72,474,0.354,0.308,0.23,15.433,0.543,6.14,26.2,7.9,1.8,3.9,11.6
10/10/2024,09:45:50,11.73,474,0.354,0.308,0.23,15.436,0.545,6.14,26.2,9.2,2.1,3.9,11.6
10/10/2024,10:00:50,11.74,474,0.354,0.308,0.23,15.438,0.546,6.14,26.1,12.1,2.8,3.6,11.6
10/10/2024,10:15:51,11.75,473,0.354,0.308,0.23,15.439,0.547,6.14,26.3,8.7,2.0,3.6,11.6
10/10/2024,10:30:51,11.77,473,0.354,0.308,0.23,15.442,0.549,6.16,25.4,9.2,2.2,4.5,11.6
10/10/2024,10:45:51,11.79,473,0.354,0.307,0.23,15.444,0.550,6.14,26.2,9.2,2.2,3.6,11.6
10/10/2024,11:00:51,11.82,473,0.354,0.307,0.23,15.446,0.552,6.14,26.2,8.3,1.9,3.7,11.6
10/10/2024,11:15:51,11.85,473,0.354,0.307,0.23,15.446,0.552,6.14,26.2,9.4,2.2,3.6,11.6
10/10/2024,11:30:51,11.89,473,0.354,0.307,0.23,15.449,0.554,6.16,25.5,8.6,2.0,3.6,11.6
10/10/2024,11:45:51,11.92,472,0.354,0.307,0.23,15.451,0.555,6.16,25.5,8.2,1.9,4.6,11.6
10/10/2024,12:00:50,11.96,472,0.355,0.307,0.23,15.452,0.556,6.14,26.3,10.1,2.4,3.6,11.6
10/10/2024,12:15:50,12.00,472,0.355,0.307,0.23,15.451,0.556,6.13,26.6,7.9,1.8,3.7,11.6
10/10/2024,12:30:51,12.04,472,0.355,0.307,0.23,15.451,0.555,6.12,27.0,8.1,1.9,3.4,11.6
10/10/2024,12:45:51,12.08,472,0.356,0.307,0.23,15.451,0.555,6.13,26.5,7.9,1.9,3.4,11.6
10/10/2024,13:00:51,12.11,472,0.356,0.307,0.23,15.452,0.556,6.13,26.7,8.0,1.9,3.1,11.6
10/10/2024,13:15:51,12.17,472,0.357,0.307,0.23,15.451,0.556,6.10,27.4,8.5,2.0,8.7,11.6
10/10/2024,13:30:51,12.20,472,0.357,0.307,0.23,15.453,0.556,6.11,27.1,8.3,1.9,3.2,11.6
10/10/2024,13:45:50,12.22,472,0.357,0.307,0.23,15.452,0.556,6.08,28.3,19.6,4.6,3.3,11.6
10/10/2024,14:00:51,12.24,473,0.357,0.307,0.23,15.454,0.557,6.07,28.7,8.0,1.9,3.2,11.6
10/10/2024,14:15:51,12.25,473,0.358,0.307,0.23,15.453,0.557,6.06,29.0,8.9,2.1,3.4,11.6
10/10/2024,14:30:51,12.27,473,0.358,0.307,0.23,15.451,0.555,6.08,28.2,8.5,2.0,3.3,11.6
10/10/2024,14:45:50,12.29,473,0.358,0.307,0.23,15.451,0.555,6.05,29.4,14.6,3.4,3.2,11.6
10/10/2024,15:00:50,12.29,473,0.358,0.307,0.23,15.452,0.556,6.04,29.8,9.8,2.3,3.1,11.6
10/10/2024,15:15:50,12.29,473,0.358,0.307,0.23,15.454,0.557,6.06,29.1,7.8,1.8,3.2,11.6
10/10/2024,15:30:51,12.31,473,0.358,0.307,0.23,15.453,0.557,6.03,30.1,9.0,2.1,3.1,11.6
10/10/2024,15:45:50,12.28,473,0.358,0.308,0.23,15.456,0.559,6.01,30.6,8.9,2.1,3.1,11.6
10/10/2024,16:00:51,12.24,473,0.358,0.308,0.23,15.456,0.559,6.03,30.0,8.0,1.9,3.3,11.6
10/10/2024,16:15:51,12.23,473,0.358,0.308,0.23,15.455,0.558,6.01,30.6,16.7,3.9,2.9,11.6
10/10/2024,16:30:50,12.21,474,0.358,0.308,0.23,15.453,0.557,6.04,29.6,8.2,1.9,3.1,11.6
10/10/2024,16:45:50,12.20,474,0.358,0.308,0.23,15.453,0.557,6.05,29.4,8.3,1.9,2.9,11.5
10/10/2024,17:00:50,12.19,474,0.358,0.308,0.23,15.455,0.558,6.03,30.2,7.8,1.8,3.6,11.6
10/10/2024,17:15:50,12.17,474,0.358,0.308,0.23,15.456,0.559,6.02,30.2,13.0,3.0,3.1,11.6
10/10/2024,17:30:51,12.15,474,0.358,0.308,0.23,15.456,0.559,6.02,30.4,8.1,1.9,3.0,11.6
10/10/2024,17:45:51,12.13,474,0.357,0.308,0.23,15.456,0.559,6.04,29.5,9.1,2.1,3.7,11.6
10/10/2024,18:00:51,12.10,474,0.357,0.308,0.23,15.456,0.559,6.04,29.5,8.5,2.0,3.2,11.6
10/10/2024,18:15:50,12.07,474,0.357,0.308,0.23,15.457,0.560,6.05,29.2,22.1,5.2,3.0,11.6
10/10/2024,18:30:51,12.04,474,0.356,0.308,0.23,15.461,0.562,6.03,30.0,12.3,2.9,3.4,11.6
10/10/2024,18:45:50,12.01,474,0.356,0.308,0.23,15.461,0.562,6.06,28.9,7.9,1.8,3.1,11.6
10/10/2024,19:00:50,11.98,473,0.356,0.308,0.23,15.459,0.561,6.04,29.5,11.8,2.8,2.9,11.6
10/10/2024,19:15:51,11.94,473,0.355,0.308,0.23,15.461,0.562,6.06,28.9,8.3,1.9,2.9,11.6
10/10/2024,19:30:51,11.90,473,0.355,0.307,0.23,15.461,0.562,6.04,29.6,7.8,1.8,3.1,11.6
10/10/2024,19:45:51,11.87,473,0.354,0.307,0.23,15.461,0.562,6.07,28.6,8.3,1.9,3.1,11.6
10/10/2024,20:00:51,11.83,472,0.354,0.307,0.23,15.461,0.563,6.08,28.3,9.8,2.3,6.9,11.6
10/10/2024,20:15:51,11.79,472,0.353,0.307,0.23,15.461,0.563,6.09,28.0,9.5,2.2,3.1,11.6
10/10/2024,20:30:51,11.76,472,0.352,0.307,0.23,15.463,0.564,6.09,27.7,7.5,1.8,3.2,11.6
10/10/2024,20:45:51,11.73,471,0.352,0.306,0.23,15.462,0.563,6.08,28.3,7.7,1.8,3.1,11.6
10/10/2024,21:00:51,11.70,471,0.351,0.306,0.23,15.463,0.564,6.07,28.4,8.0,1.9,3.2,11.6
10/10/2024,21:15:50,11.67,470,0.350,0.306,0.23,15.463,0.564,6.12,27.0,10.8,2.5,3.0,11.6
10/10/2024,21:30:51,11.64,470,0.350,0.305,0.23,15.463,0.564,6.12,27.0,28.9,6.8,5.3,11.6
10/10/2024,21:45:50,11.61,469,0.349,0.305,0.23,15.463,0.564,6.10,27.4,7.4,1.7,3.3,11.6
10/10/2024,22:00:51,11.59,468,0.348,0.304,0.23,15.465,0.565,6.10,27.6,13.0,3.0,3.1,11.6
10/10/2024,22:15:51,11.57,468,0.348,0.304,0.23,15.462,0.563,6.12,26.8,8.3,1.9,3.1,11.6
10/10/2024,22:30:51,11.54,467,0.347,0.303,0.23,15.461,0.563,6.13,26.5,7.8,1.8,3.1,11.6
10/10/2024,22:45:51,11.51,466,0.346,0.303,0.23,15.461,0.563,6.11,27.2,7.5,1.7,3.2,11.6
10/10/2024,23:00:51,11.48,465,0.345,0.302,0.23,15.464,0.564,6.13,26.4,8.6,2.0,3.2,11.6
10/10/2024,23:15:51,11.47,465,0.345,0.302,0.23,15.462,0.563,6.12,26.9,26.1,6.1,3.2,11.6
10/10/2024,23:30:50,11.45,464,0.344,0.302,0.22,15.460,0.561,6.15,25.8,27.8,6.5,3.7,11.6
10/10/2024,23:45:51,11.44,463,0.343,0.301,0.22,15.460,0.562,6.13,26.7,11.0,2.6,3.2,11.6
11/10/2024,00:00:51,11.42,462,0.342,0.300,0.22,15.459,0.561,6.12,26.7,13.9,3.2,3.6,11.6
11/10/2024,00:15:51,11.40,462,0.342,0.300,0.22,15.460,0.562,6.15,25.8,9.0,2.1,6.2,11.6
11/10/2024,00:30:50,11.39,461,0.341,0.299,0.22,15.460,0.561,6.16,25.5,9.0,2.1,3.4,11.6
11/10/2024,00:45:51,11.37,460,0.340,0.299,0.22,15.457,0.559,6.13,26.4,8.6,2.0,5.1,11.6
11/10/2024,01:00:51,11.35,459,0.340,0.299,0.22,15.458,0.560,6.16,25.6,8.4,2.0,10.0,11.6
11/10/2024,01:15:51,11.33,459,0.339,0.298,0.22,15.455,0.558,6.16,25.5,11.0,2.6,24.5,11.6
11/10/2024,01:30:50,11.30,458,0.338,0.298,0.22,15.453,0.557,6.15,25.9,8.9,2.1,31.4,11.6
11/10/2024,01:45:50,11.27,457,0.337,0.297,0.22,15.451,0.555,6.17,25.1,8.5,2.0,20.3,11.6
