      Date,    Time,Temp,SpCond,Turbidity,DateTime
10/10/2024,14:30:51,12.27,473,3.3,10/10/2024 14:30:00
10/10/2024,14:45:50,12.29,473,3.2,10/10/2024 14:45:00
10/10/2024,15:00:50,12.29,473,3.1,10/10/2024 15:00:00
10/10/2024,15:15:50,12.29,473,3.2,10/10/2024 15:15:00
10/10/2024,15:30:51,12.31,473,3.1,10/10/2024 15:30:00
10/10/2024,15:45:50,12.28,473,3.1,10/10/2024 15:45:00
10/10/2024,16:00:51,12.24,473,3.3,10/10/2024 16:00:00
10/10/2024,16:15:51,12.23,473,2.9,10/10/2024 16:15:00
10/10/2024,16:30:50,12.21,474,3.1,10/10/2024 16:30:00
10/10/2024,16:45:50,12.2,474,2.9,10/10/2024 16:45:00
10/10/2024,17:00:50,12.19,474,3.6,10/10/2024 17:00:00
10/10/2024,17:15:50,12.17,474,3.1,10/10/2024 17:15:00
10/10/2024,17:30:51,12.15,474,3,10/10/2024 17:30:00
10/10/2024,17:45:51,12.13,474,3.7,10/10/2024 17:45:00
10/10/2024,18:00:51,12.1,474,3.2,10/10/2024 18:00:00
10/10/2024,18:15:50,12.07,474,3,10/10/2024 18:15:00
10/10/2024,18:30:51,12.04,474,3.4,10/10/2024 18:30:00
10/10/2024,18:45:50,12.01,474,3.1,10/10/2024 18:45:00
10/10/2024,19:00:50,11.98,473,2.9,10/10/2024 19:00:00
10/10/2024,19:15:51,11.94,473,2.9,10/10/2024 19:15:00
10/10/2024,19:30:51,11.9,473,3.1,10/10/2024 19:30:00
10/10/2024,19:45:51,11.87,473,3.1,10/10/2024 19:45:00
10/10/2024,20:00:51,11.83,472,6.9,10/10/2024 20:00:00
10/10/2024,20:15:51,11.79,472,3.1,10/10/2024 20:15:00
10/10/2024,20:30:51,11.76,472,3.2,10/10/2024 20:30:00
10/10/2024,20:45:51,11.73,471,3.1,10/10/2024 20:45:00
10/10/2024,21:00:51,11.7,471,3.2,10/10/2024 21:00:00
10/10/2024,21:15:50,11.67,470,3,10/10/2024 21:15:00
10/10/2024,21:30:51,11.64,470,5.3,10/10/2024 21:30:00
10/10/2024,21:45:50,11.61,469,3.3,10/10/2024 21:45:00
10/10/2024,22:00:51,11.59,468,3.1,10/10/2024 22:00:00
10/10/2024,22:15:51,11.57,468,3.1,10/10/2024 22:15:00
10/10/2024,22:30:51,11.54,467,3.1,10/10/2024 22:30:00
10/10/2024,22:45:51,11.51,466,3.2,10/10/2024 22:45:00
10/10/2024,23:00:51,11.48,465,3.2,10/10/2024 23:00:00
10/10/2024,23:15:51,11.47,465,3.2,10/10/2024 23:15:00
10/10/2024,23:30:50,11.45,464,3.7,10/10/2024 23:30:00
10/10/2024,23:45:51,11.44,463,3.2,10/10/2024 23:45:00
11/10/2024,00:00:51,11.42,462,3.6,10/11/2024 00:00:00
11/10/2024,00:15:51,11.4,462,6.2,10/11/2024 00:15:00
11/10/2024,00:30:50,11.39,461,3.4,10/11/2024 00:30:00
11/10/2024,00:45:51,11.37,460,5.1,10/11/2024 00:45:00
11/10/2024,01:00:51,11.35,459,10,10/11/2024 01:00:00
11/10/2024,01:15:51,11.33,459,24.5,10/11/2024 01:15:00
11/10/2024,01:30:50,11.3,458,31.4,10/11/2024 01:30:00
11/10/2024,01:45:50,11.27,457,20.3,10/11/2024 01:45:00
11/10/2024,02:00:50,11.25,457,14.2,10/11/2024 02:00:00
11/10/2024,02:15:50,11.22,456,6.2,10/11/2024 02:15:00
11/10/2024,02:30:51,11.19,456,4.7,10/11/2024 02:30:00
11/10/2024,02:45:51,11.16,455,8,10/11/2024 02:45:00
11/10/2024,03:00:51,11.14,455,4.7,10/11/2024 03:00:00
11/10/2024,03:15:51,11.12,454,6.6,10/11/2024 03:15:00
11/10/2024,03:30:51,11.09,454,15.6,10/11/2024 03:30:00
11/10/2024,03:45:51,11.07,453,162.3,10/11/2024 03:45:00
11/10/2024,04:00:51,11.05,453,33.9,10/11/2024 04:00:00
11/10/2024,04:15:51,11.03,453,134.1,10/11/2024 04:15:00
11/10/2024,04:30:51,11.02,452,133.8,10/11/2024 04:30:00
11/10/2024,04:45:51,11,452,201.8,10/11/2024 04:45:00
11/10/2024,05:00:51,10.98,452,202.8,10/11/2024 05:00:00
11/10/2024,05:15:51,10.96,452,105.4,10/11/2024 05:15:00
11/10/2024,05:30:51,10.95,452,211.1,10/11/2024 05:30:00
11/10/2024,05:45:50,10.95,452,121.6,10/11/2024 05:45:00
11/10/2024,06:00:51,10.94,452,152.5,10/11/2024 06:00:00
11/10/2024,06:15:51,10.94,452,139.2,10/11/2024 06:15:00
11/10/2024,06:30:51,10.93,452,77.3,10/11/2024 06:30:00
11/10/2024,06:45:51,10.93,452,99.1,10/11/2024 06:45:00
11/10/2024,07:00:51,10.92,452,68.5,10/11/2024 07:00:00
11/10/2024,07:15:51,10.91,452,54.9,10/11/2024 07:15:00
11/10/2024,07:30:51,10.91,452,104.6,10/11/2024 07:30:00
11/10/2024,07:45:51,10.89,452,72.3,10/11/2024 07:45:00
11/10/2024,08:00:51,10.88,453,74.4,10/11/2024 08:00:00
11/10/2024,08:15:50,10.87,453,62.4,10/11/2024 08:15:00
11/10/2024,08:30:51,10.86,453,181.2,10/11/2024 08:30:00
11/10/2024,08:45:51,10.85,453,219.3,10/11/2024 08:45:00
11/10/2024,09:00:51,10.85,453,211.9,10/11/2024 09:00:00
11/10/2024,09:15:51,10.85,453,175.3,10/11/2024 09:15:00
11/10/2024,09:30:50,10.86,453,91.5,10/11/2024 09:30:00
11/10/2024,09:45:50,10.89,453,212.3,10/11/2024 09:45:00
11/10/2024,10:00:51,10.92,453,212.9,10/11/2024 10:00:00
11/10/2024,10:15:51,10.93,453,125.3,10/11/2024 10:15:00
11/10/2024,10:30:51,10.95,453,98.7,10/11/2024 10:30:00
11/10/2024,10:45:51,10.99,453,52.4,10/11/2024 10:45:00
11/10/2024,11:00:51,11.03,453,47.1,10/11/2024 11:00:00
11/10/2024,11:15:51,11.06,453,97.1,10/11/2024 11:15:00
11/10/2024,11:30:51,11.12,453,117.3,10/11/2024 11:30:00
11/10/2024,11:45:50,11.18,453,118.3,10/11/2024 11:45:00
11/10/2024,12:00:51,11.23,453,103.1,10/11/2024 12:00:00
11/10/2024,12:15:50,11.29,453,87.2,10/11/2024 12:15:00
11/10/2024,12:30:50,11.34,453,136.7,10/11/2024 12:30:00
11/10/2024,12:45:51,11.39,452,46.2,10/11/2024 12:45:00
11/10/2024,13:00:50,11.42,453,137.6,10/11/2024 13:00:00
11/10/2024,13:15:50,11.42,453,65,10/11/2024 13:15:00
11/10/2024,13:30:51,11.46,453,144.4,10/11/2024 13:30:00
11/10/2024,13:45:51,11.52,452,101.9,10/11/2024 13:45:00
11/10/2024,14:00:50,11.58,452,133.1,10/11/2024 14:00:00
11/10/2024,14:15:50,11.63,452,83,10/11/2024 14:15:00
11/10/2024,14:30:51,11.65,452,170.3,10/11/2024 14:30:00
11/10/2024,14:45:51,11.69,453,31.8,10/11/2024 14:45:00
11/10/2024,15:00:51,11.72,453,101.8,10/11/2024 15:00:00
11/10/2024,15:15:51,11.74,453,64.2,10/11/2024 15:15:00
11/10/2024,15:30:51,11.77,453,56.9,10/11/2024 15:30:00
11/10/2024,15:45:50,11.78,453,141,10/11/2024 15:45:00
11/10/2024,16:00:50,11.76,453,85.1,10/11/2024 16:00:00
11/10/2024,16:15:51,11.74,453,70,10/11/2024 16:15:00
11/10/2024,16:30:51,11.71,454,98.8,10/11/2024 16:30:00
11/10/2024,16:45:51,11.7,454,73.3,10/11/2024 16:45:00
11/10/2024,17:00:51,11.69,454,58.1,10/11/2024 17:00:00
11/10/2024,17:15:50,11.69,454,85,10/11/2024 17:15:00
11/10/2024,17:30:50,11.68,454,87,10/11/2024 17:30:00
11/10/2024,17:45:50,11.66,454,94.1,10/11/2024 17:45:00
11/10/2024,18:00:50,11.63,455,75.5,10/11/2024 18:00:00
11/10/2024,18:15:51,11.61,455,129.9,10/11/2024 18:15:00
11/10/2024,18:30:51,11.59,455,73,10/11/2024 18:30:00
11/10/2024,18:45:51,11.56,455,22.1,10/11/2024 18:45:00
11/10/2024,19:00:50,11.53,455,79.9,10/11/2024 19:00:00
11/10/2024,19:15:51,11.5,455,64.5,10/11/2024 19:15:00
11/10/2024,19:30:51,11.46,455,38.4,10/11/2024 19:30:00
11/10/2024,19:45:51,11.43,455,63.1,10/11/2024 19:45:00
11/10/2024,20:00:50,11.39,455,104.4,10/11/2024 20:00:00
11/10/2024,20:15:51,11.36,455,97.6,10/11/2024 20:15:00
11/10/2024,20:30:51,11.33,455,108.5,10/11/2024 20:30:00
11/10/2024,20:45:50,11.3,455,113.4,10/11/2024 20:45:00
11/10/2024,21:00:50,11.28,455,66.3,10/11/2024 21:00:00
11/10/2024,21:15:50,11.27,455,112.4,10/11/2024 21:15:00
11/10/2024,21:30:51,11.25,455,115.6,10/11/2024 21:30:00
11/10/2024,21:45:51,11.24,455,152.2,10/11/2024 21:45:00
11/10/2024,22:00:51,11.21,454,99.6,10/11/2024 22:00:00
11/10/2024,22:15:51,11.19,454,164.5,10/11/2024 22:15:00
11/10/2024,22:30:51,11.17,454,92.7,10/11/2024 22:30:00
11/10/2024,22:45:50,11.14,454,77.1,10/11/2024 22:45:00
11/10/2024,23:00:51,11.13,453,160.3,10/11/2024 23:00:00
11/10/2024,23:15:51,11.11,453,117.4,10/11/2024 23:15:00
11/10/2024,23:30:51,11.1,453,101.3,10/11/2024 23:30:00
11/10/2024,23:45:50,11.09,452,89.1,10/11/2024 23:45:00
12/10/2024,00:00:51,11.08,452,122.9,10/12/2024 00:00:00
12/10/2024,00:15:51,11.06,452,114.6,10/12/2024 00:15:00
12/10/2024,00:30:50,11.03,451,120.4,10/12/2024 00:30:00
12/10/2024,00:45:51,11,451,145.5,10/12/2024 00:45:00
12/10/2024,01:00:50,10.98,451,138,10/12/2024 01:00:00
12/10/2024,01:15:50,10.95,450,70.5,10/12/2024 01:15:00
12/10/2024,01:30:51,10.93,450,115.6,10/12/2024 01:30:00
12/10/2024,01:45:51,10.9,449,92.2,10/12/2024 01:45:00
12/10/2024,02:00:51,10.88,449,161.3,10/12/2024 02:00:00
12/10/2024,02:15:50,10.86,448,180.3,10/12/2024 02:15:00
12/10/2024,02:30:51,10.85,448,127.8,10/12/2024 02:30:00
12/10/2024,02:45:51,10.83,447,179.7,10/12/2024 02:45:00
12/10/2024,03:00:50,10.81,447,149,10/12/2024 03:00:00
12/10/2024,03:15:50,10.78,446,210.9,10/12/2024 03:15:00
12/10/2024,03:30:50,10.76,446,262,10/12/2024 03:30:00
12/10/2024,03:45:51,10.73,446,188.7,10/12/2024 03:45:00
12/10/2024,04:00:50,10.72,445,214.4,10/12/2024 04:00:00
12/10/2024,04:15:50,10.7,445,245.4,10/12/2024 04:15:00
12/10/2024,04:30:50,10.69,444,146.6,10/12/2024 04:30:00
12/10/2024,04:45:50,10.68,444,292.2,10/12/2024 04:45:00
12/10/2024,05:00:50,10.67,443,251.7,10/12/2024 05:00:00
12/10/2024,05:15:51,10.66,443,291.2,10/12/2024 05:15:00
12/10/2024,05:30:51,10.64,442,195.3,10/12/2024 05:30:00
12/10/2024,05:45:51,10.63,442,176.2,10/12/2024 05:45:00
12/10/2024,06:00:50,10.62,441,225.5,10/12/2024 06:00:00
12/10/2024,06:15:50,10.61,441,341.7,10/12/2024 06:15:00
12/10/2024,06:30:50,10.61,441,309.3,10/12/2024 06:30:00
12/10/2024,06:45:50,10.6,440,307.9,10/12/2024 06:45:00
12/10/2024,07:00:50,10.6,440,301.5,10/12/2024 07:00:00
12/10/2024,07:15:51,10.59,440,334.4,10/12/2024 07:15:00
12/10/2024,07:30:51,10.59,439,265.6,10/12/2024 07:30:00
12/10/2024,07:45:51,10.58,439,266.1,10/12/2024 07:45:00
12/10/2024,08:00:50,10.57,438,268.9,10/12/2024 08:00:00
12/10/2024,08:15:50,10.57,438,239.7,10/12/2024 08:15:00
12/10/2024,08:30:51,10.57,438,209.5,10/12/2024 08:30:00
12/10/2024,08:45:50,10.57,437,223.3,10/12/2024 08:45:00
12/10/2024,09:00:50,10.57,437,222.2,10/12/2024 09:00:00
12/10/2024,09:15:50,10.58,437,240.6,10/12/2024 09:15:00
12/10/2024,09:30:51,10.58,437,325.3,10/12/2024 09:30:00
12/10/2024,09:45:51,10.58,436,341.6,10/12/2024 09:45:00
12/10/2024,10:00:50,10.6,436,199.7,10/12/2024 10:00:00
12/10/2024,10:15:50,10.62,436,267.6,10/12/2024 10:15:00
12/10/2024,10:30:50,10.63,436,223.7,10/12/2024 10:30:00
12/10/2024,10:45:51,10.66,435,188,10/12/2024 10:45:00
12/10/2024,11:00:51,10.68,435,269.1,10/12/2024 11:00:00
12/10/2024,11:15:51,10.73,435,206.1,10/12/2024 11:15:00
12/10/2024,11:30:50,10.79,435,170.9,10/12/2024 11:30:00
12/10/2024,11:45:50,10.84,435,143.9,10/12/2024 11:45:00
12/10/2024,12:00:51,10.9,434,173.8,10/12/2024 12:00:00
12/10/2024,12:15:51,10.93,434,147,10/12/2024 12:15:00
12/10/2024,12:30:50,10.98,434,196.7,10/12/2024 12:30:00
12/10/2024,12:45:50,11.02,433,160.8,10/12/2024 12:45:00
12/10/2024,13:00:51,11.04,433,204.7,10/12/2024 13:00:00
12/10/2024,13:15:50,11.06,433,153.2,10/12/2024 13:15:00
12/10/2024,13:30:51,11.06,433,118.2,10/12/2024 13:30:00
12/10/2024,13:45:50,11.11,433,180.6,10/12/2024 13:45:00
12/10/2024,14:00:50,11.15,433,175.9,10/12/2024 14:00:00
12/10/2024,14:15:51,11.17,433,153.9,10/12/2024 14:15:00
12/10/2024,14:30:51,11.16,432,170.5,10/12/2024 14:30:00
12/10/2024,14:45:51,11.13,432,172.9,10/12/2024 14:45:00
12/10/2024,15:00:51,11.15,432,239.6,10/12/2024 15:00:00
12/10/2024,15:15:50,11.16,431,249.4,10/12/2024 15:15:00
12/10/2024,15:30:50,11.17,431,247.6,10/12/2024 15:30:00
12/10/2024,15:45:51,11.21,431,184.5,10/12/2024 15:45:00
12/10/2024,16:00:51,11.26,431,194.8,10/12/2024 16:00:00
12/10/2024,16:15:51,11.28,431,200.7,10/12/2024 16:15:00
12/10/2024,16:30:50,11.26,432,218.3,10/12/2024 16:30:00
12/10/2024,16:45:50,11.25,432,172.1,10/12/2024 16:45:00
12/10/2024,17:00:50,11.24,432,132.8,10/12/2024 17:00:00
12/10/2024,17:15:50,11.22,432,307,10/12/2024 17:15:00
12/10/2024,17:30:51,11.19,431,209.2,10/12/2024 17:30:00
12/10/2024,17:45:50,11.17,431,151.7,10/12/2024 17:45:00
12/10/2024,18:00:50,11.15,431,174,10/12/2024 18:00:00
12/10/2024,18:15:51,11.13,430,101.4,10/12/2024 18:15:00
12/10/2024,18:30:50,11.11,430,116.2,10/12/2024 18:30:00
12/10/2024,18:45:50,11.1,431,198.2,10/12/2024 18:45:00
12/10/2024,19:00:51,11.07,430,131.4,10/12/2024 19:00:00
12/10/2024,19:15:51,11.04,430,207.7,10/12/2024 19:15:00
12/10/2024,19:30:51,11.02,431,143.9,10/12/2024 19:30:00
12/10/2024,19:45:51,10.99,431,159.1,10/12/2024 19:45:00
12/10/2024,20:00:50,10.97,431,197.9,10/12/2024 20:00:00
12/10/2024,20:15:50,10.94,431,161.3,10/12/2024 20:15:00
12/10/2024,20:30:51,10.91,431,178.1,10/12/2024 20:30:00
12/10/2024,20:45:50,10.89,431,219.5,10/12/2024 20:45:00
12/10/2024,21:00:50,10.88,430,202.6,10/12/2024 21:00:00
12/10/2024,21:15:50,10.86,430,222.1,10/12/2024 21:15:00
12/10/2024,21:30:50,10.83,430,373.4,10/12/2024 21:30:00
12/10/2024,21:45:51,10.8,430,238.5,10/12/2024 21:45:00
12/10/2024,22:00:51,10.78,430,287.9,10/12/2024 22:00:00
12/10/2024,22:15:50,10.75,430,280.7,10/12/2024 22:15:00
12/10/2024,22:30:51,10.71,430,195.8,10/12/2024 22:30:00
12/10/2024,22:45:51,10.68,430,126.8,10/12/2024 22:45:00
12/10/2024,23:00:51,10.65,430,158.7,10/12/2024 23:00:00
12/10/2024,23:15:51,10.61,430,151.7,10/12/2024 23:15:00
12/10/2024,23:30:50,10.58,430,241.2,10/12/2024 23:30:00
12/10/2024,23:45:51,10.55,430,91,10/12/2024 23:45:00
13/10/2024,00:00:51,10.52,430,132.2,10/13/2024 00:00:00
13/10/2024,00:15:50,10.49,430,150.3,10/13/2024 00:15:00
13/10/2024,00:30:50,10.47,430,174.6,10/13/2024 00:30:00
13/10/2024,00:45:50,10.44,430,227.2,10/13/2024 00:45:00
13/10/2024,01:00:51,10.41,430,143.9,10/13/2024 01:00:00
13/10/2024,01:15:51,10.39,429,156.9,10/13/2024 01:15:00
13/10/2024,01:30:50,10.36,429,232.3,10/13/2024 01:30:00
13/10/2024,01:45:51,10.34,429,203.9,10/13/2024 01:45:00
13/10/2024,02:00:51,10.31,429,179.2,10/13/2024 02:00:00
13/10/2024,02:15:50,10.29,429,123.8,10/13/2024 02:15:00
13/10/2024,02:30:51,10.27,429,193.8,10/13/2024 02:30:00
13/10/2024,02:45:51,10.26,429,213.5,10/13/2024 02:45:00
13/10/2024,03:00:51,10.25,429,210.9,10/13/2024 03:00:00
13/10/2024,03:15:50,10.23,429,289.7,10/13/2024 03:15:00
13/10/2024,03:30:50,10.22,429,210.4,10/13/2024 03:30:00
13/10/2024,03:45:51,10.2,428,186,10/13/2024 03:45:00
13/10/2024,04:00:51,10.19,428,201.3,10/13/2024 04:00:00
13/10/2024,04:15:50,10.18,428,200.9,10/13/2024 04:15:00
13/10/2024,04:30:50,10.16,428,398.2,10/13/2024 04:30:00
13/10/2024,04:45:51,10.15,428,222.9,10/13/2024 04:45:00
13/10/2024,05:00:51,10.14,428,160.7,10/13/2024 05:00:00
13/10/2024,05:15:51,10.13,427,200.1,10/13/2024 05:15:00
13/10/2024,05:30:51,10.11,427,234.4,10/13/2024 05:30:00
13/10/2024,05:45:50,10.1,427,279.2,10/13/2024 05:45:00
13/10/2024,06:00:50,10.09,426,249.4,10/13/2024 06:00:00
13/10/2024,06:15:51,10.07,426,189.8,10/13/2024 06:15:00
13/10/2024,06:30:51,10.06,426,264.7,10/13/2024 06:30:00
13/10/2024,06:45:51,10.05,425,222.2,10/13/2024 06:45:00
13/10/2024,07:00:51,10.03,425,281.9,10/13/2024 07:00:00
13/10/2024,07:15:51,10.01,425,251.4,10/13/2024 07:15:00
13/10/2024,07:30:51,10,424,303.8,10/13/2024 07:30:00
13/10/2024,07:45:51,9.99,424,269.1,10/13/2024 07:45:00
13/10/2024,08:00:51,9.97,423,243.5,10/13/2024 08:00:00
13/10/2024,08:15:51,9.96,423,360.3,10/13/2024 08:15:00
13/10/2024,08:30:50,9.94,423,310.5,10/13/2024 08:30:00
13/10/2024,08:45:51,9.93,422,230.5,10/13/2024 08:45:00
13/10/2024,09:00:51,9.91,422,231.9,10/13/2024 09:00:00
13/10/2024,09:15:51,9.91,422,265.8,10/13/2024 09:15:00
13/10/2024,09:30:51,9.9,421,244.1,10/13/2024 09:30:00
13/10/2024,09:45:50,9.9,420,232.6,10/13/2024 09:45:00
13/10/2024,10:00:50,9.9,420,215.7,10/13/2024 10:00:00
13/10/2024,10:15:50,9.9,420,237,10/13/2024 10:15:00
13/10/2024,10:30:51,9.91,419,166,10/13/2024 10:30:00
13/10/2024,10:45:50,9.92,419,214.9,10/13/2024 10:45:00
13/10/2024,11:00:50,9.93,418,99.6,10/13/2024 11:00:00
13/10/2024,11:15:51,9.94,418,210.9,10/13/2024 11:15:00
13/10/2024,11:30:51,9.95,418,177.9,10/13/2024 11:30:00
13/10/2024,11:45:51,9.97,417,183.5,10/13/2024 11:45:00
13/10/2024,12:00:51,9.99,417,160.8,10/13/2024 12:00:00
13/10/2024,12:15:51,10,417,156.1,10/13/2024 12:15:00
13/10/2024,12:30:51,10.01,416,215.2,10/13/2024 12:30:00
13/10/2024,12:45:51,10.02,416,166.6,10/13/2024 12:45:00
13/10/2024,13:00:51,10.03,416,170.8,10/13/2024 13:00:00
13/10/2024,13:15:51,10.03,416,213.3,10/13/2024 13:15:00
13/10/2024,13:30:51,10.03,416,214.6,10/13/2024 13:30:00
13/10/2024,13:45:51,10.03,416,268.8,10/13/2024 13:45:00
13/10/2024,14:00:51,10.02,416,241.6,10/13/2024 14:00:00
13/10/2024,14:15:51,10.01,416,236.5,10/13/2024 14:15:00
13/10/2024,14:30:50,10.01,415,260.8,10/13/2024 14:30:00
13/10/2024,14:45:51,10.01,415,257.9,10/13/2024 14:45:00
13/10/2024,15:00:51,10.01,415,359.9,10/13/2024 15:00:00
13/10/2024,15:15:51,10.01,415,343.8,10/13/2024 15:15:00
13/10/2024,15:30:51,10.02,415,276.7,10/13/2024 15:30:00
13/10/2024,15:45:50,10.02,415,260.6,10/13/2024 15:45:00
13/10/2024,16:00:51,10.03,415,314.7,10/13/2024 16:00:00
13/10/2024,16:15:51,10.03,415,293.3,10/13/2024 16:15:00
13/10/2024,16:30:51,10.03,415,258.7,10/13/2024 16:30:00
13/10/2024,16:45:51,10.03,415,270.7,10/13/2024 16:45:00
13/10/2024,17:00:51,10.03,415,277.1,10/13/2024 17:00:00
13/10/2024,17:15:51,10.03,415,235.7,10/13/2024 17:15:00
13/10/2024,17:30:51,10.03,415,200,10/13/2024 17:30:00
13/10/2024,17:45:51,10.04,416,222.7,10/13/2024 17:45:00
13/10/2024,18:00:51,10.04,416,232.1,10/13/2024 18:00:00
13/10/2024,18:15:51,10.03,416,205.4,10/13/2024 18:15:00
13/10/2024,18:30:51,10.03,416,190.7,10/13/2024 18:30:00
13/10/2024,18:45:51,10.03,416,202.4,10/13/2024 18:45:00
13/10/2024,19:00:50,10.03,417,272,10/13/2024 19:00:00
13/10/2024,19:15:50,10.02,417,301.8,10/13/2024 19:15:00
13/10/2024,19:30:50,10.02,417,175.1,10/13/2024 19:30:00
13/10/2024,19:45:51,10.01,418,273.7,10/13/2024 19:45:00
13/10/2024,20:00:51,10.01,418,302.7,10/13/2024 20:00:00
13/10/2024,20:15:50,10.01,418,335.5,10/13/2024 20:15:00
13/10/2024,20:30:51,10,419,363.7,10/13/2024 20:30:00
13/10/2024,20:45:51,10,419,289.7,10/13/2024 20:45:00
13/10/2024,21:00:51,10,420,375.6,10/13/2024 21:00:00
13/10/2024,21:15:50,10,420,377.5,10/13/2024 21:15:00
13/10/2024,21:30:50,9.99,420,381.4,10/13/2024 21:30:00
13/10/2024,21:45:51,9.99,421,377.1,10/13/2024 21:45:00
13/10/2024,22:00:51,9.98,421,421.7,10/13/2024 22:00:00
13/10/2024,22:15:51,9.97,422,438.7,10/13/2024 22:15:00
13/10/2024,22:30:51,9.96,422,379.5,10/13/2024 22:30:00
13/10/2024,22:45:51,9.95,422,462.9,10/13/2024 22:45:00
13/10/2024,23:00:51,9.94,423,457.4,10/13/2024 23:00:00
13/10/2024,23:15:50,9.93,423,439.6,10/13/2024 23:15:00
13/10/2024,23:30:51,9.92,424,628.9,10/13/2024 23:30:00
13/10/2024,23:45:51,9.9,424,412.7,10/13/2024 23:45:00
14/10/2024,00:00:50,9.88,424,480.2,10/14/2024 00:00:00
14/10/2024,00:15:51,9.85,424,476.8,10/14/2024 00:15:00
14/10/2024,00:30:51,9.83,424,487.7,10/14/2024 00:30:00
14/10/2024,00:45:51,9.8,425,420.2,10/14/2024 00:45:00
14/10/2024,01:00:51,9.78,425,557.9,10/14/2024 01:00:00
14/10/2024,01:15:51,9.76,425,591.6,10/14/2024 01:15:00
14/10/2024,01:30:51,9.75,425,563,10/14/2024 01:30:00
14/10/2024,01:45:51,9.74,425,667.8,10/14/2024 01:45:00
14/10/2024,02:00:50,9.74,425,549,10/14/2024 02:00:00
14/10/2024,02:15:50,9.73,425,557.9,10/14/2024 02:15:00
14/10/2024,02:30:50,9.73,425,731.8,10/14/2024 02:30:00
14/10/2024,02:45:51,9.73,424,641.1,10/14/2024 02:45:00
14/10/2024,03:00:51,9.73,424,493.9,10/14/2024 03:00:00
14/10/2024,03:15:50,9.73,424,755.1,10/14/2024 03:15:00
14/10/2024,03:30:50,9.72,424,554.5,10/14/2024 03:30:00
14/10/2024,03:45:50,9.72,423,709.7,10/14/2024 03:45:00
14/10/2024,04:00:51,9.71,423,537.7,10/14/2024 04:00:00
14/10/2024,04:15:50,9.71,423,744.8,10/14/2024 04:15:00
14/10/2024,04:30:50,9.71,422,721.6,10/14/2024 04:30:00
14/10/2024,04:45:51,9.71,421,457,10/14/2024 04:45:00
14/10/2024,05:00:51,9.71,421,523.4,10/14/2024 05:00:00
14/10/2024,05:15:51,9.7,420,547.3,10/14/2024 05:15:00
14/10/2024,05:30:51,9.69,420,555.5,10/14/2024 05:30:00
14/10/2024,05:45:51,9.68,419,592.2,10/14/2024 05:45:00
14/10/2024,06:00:50,9.66,419,697.2,10/14/2024 06:00:00
14/10/2024,06:15:50,9.63,418,751.2,10/14/2024 06:15:00
14/10/2024,06:30:51,9.61,417,509.8,10/14/2024 06:30:00
14/10/2024,06:45:50,9.57,417,452,10/14/2024 06:45:00
14/10/2024,07:00:51,9.54,416,547.4,10/14/2024 07:00:00
14/10/2024,07:15:50,9.51,416,613,10/14/2024 07:15:00
14/10/2024,07:30:51,9.48,415,644.6,10/14/2024 07:30:00
14/10/2024,07:45:51,9.46,414,500.2,10/14/2024 07:45:00
14/10/2024,08:00:51,9.45,414,489.3,10/14/2024 08:00:00
14/10/2024,08:15:50,9.45,413,539.6,10/14/2024 08:15:00
14/10/2024,08:30:51,9.45,412,448,10/14/2024 08:30:00
14/10/2024,08:45:51,9.45,412,479.4,10/14/2024 08:45:00
14/10/2024,09:00:50,9.46,411,512,10/14/2024 09:00:00
14/10/2024,09:15:51,9.47,410,564.2,10/14/2024 09:15:00
14/10/2024,09:30:51,9.48,410,518.4,10/14/2024 09:30:00
14/10/2024,09:45:50,9.5,409,608.3,10/14/2024 09:45:00
14/10/2024,10:00:51,9.52,408,467.4,10/14/2024 10:00:00
14/10/2024,10:15:51,9.54,408,422.3,10/14/2024 10:15:00
14/10/2024,10:30:51,9.56,407,652.8,10/14/2024 10:30:00
14/10/2024,10:45:51,9.58,406,576.6,10/14/2024 10:45:00
14/10/2024,11:00:51,9.61,406,741.8,10/14/2024 11:00:00
14/10/2024,11:15:51,9.65,405,519.4,10/14/2024 11:15:00
14/10/2024,11:30:51,9.7,405,456.1,10/14/2024 11:30:00
14/10/2024,11:45:51,9.74,404,529.9,10/14/2024 11:45:00
14/10/2024,12:00:51,9.79,404,556.3,10/14/2024 12:00:00
14/10/2024,12:15:51,9.83,403,557.2,10/14/2024 12:15:00
14/10/2024,12:30:50,9.86,403,577.5,10/14/2024 12:30:00
14/10/2024,12:45:50,9.9,402,416.1,10/14/2024 12:45:00
14/10/2024,13:00:51,9.93,402,278.3,10/14/2024 13:00:00
14/10/2024,13:15:51,9.98,401,620.9,10/14/2024 13:15:00
14/10/2024,13:30:51,9.99,401,304.8,10/14/2024 13:30:00
14/10/2024,13:45:50,10.02,400,338.6,10/14/2024 13:45:00
14/10/2024,14:00:51,10.06,400,375.1,10/14/2024 14:00:00
14/10/2024,14:15:51,10.09,400,321.9,10/14/2024 14:15:00
14/10/2024,14:30:51,10.12,399,343.5,10/14/2024 14:30:00
14/10/2024,14:45:51,10.17,399,320.6,10/14/2024 14:45:00
14/10/2024,15:00:51,10.23,398,362.8,10/14/2024 15:00:00
14/10/2024,15:15:50,10.28,398,473.8,10/14/2024 15:15:00
14/10/2024,15:30:51,10.32,398,357.7,10/14/2024 15:30:00
14/10/2024,15:45:51,10.34,397,246,10/14/2024 15:45:00
