TIME_STEP,IDX,ALG_1-P_Event,ALG_1-Status,ALG_2-P_Event,ALG_2-Status,ALG_3-P_Event,ALG_3-Status,ALG_4-P_Event,ALG_4-Status,ALG_5-P_Event,ALG_5-Status,ALG_6-P_Event,ALG_6-Status,ALG_7-P_Event,ALG_7-Status,ALG_8-P_Event,ALG_8-Status,ALG_9-P_Event,ALG_9-Status,ALG_10-P_Event,ALG_10-Status,ALG_11-P_Event,ALG_11-Status,ALG_12-P_Event,ALG_12-Status,ALG_13-P_Event,ALG_13-Status,ALG_14-P_Event,ALG_14-Status,ALG_15-P_Event,ALG_15-Status,ALG_16-P_Event,ALG_16-Status,
06/10/2024 13:45:00,1,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,
06/10/2024 14:00:00,2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,
06/10/2024 14:15:00,3,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,
06/10/2024 14:30:00,4,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,
06/10/2024 14:45:00,5,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,
06/10/2024 15:00:00,6,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,
06/10/2024 15:15:00,7,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,
06/10/2024 15:30:00,8,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,
06/10/2024 15:45:00,9,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,
06/10/2024 16:00:00,10,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,
06/10/2024 16:15:00,11,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,
06/10/2024 16:30:00,12,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,
06/10/2024 16:45:00,13,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,
06/10/2024 17:00:00,14,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,
06/10/2024 17:15:00,15,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,
06/10/2024 17:30:00,16,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,
06/10/2024 17:45:00,17,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,
06/10/2024 18:00:00,18,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,
06/10/2024 18:15:00,19,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,
06/10/2024 18:30:00,20,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,
06/10/2024 18:45:00,21,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,
06/10/2024 19:00:00,22,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,
06/10/2024 19:15:00,23,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,
06/10/2024 19:30:00,24,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,0.000000,-2,
